Day ,Items ,Note ,Amount 
90,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
90,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
90,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
90,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
90,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
90,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
90,Salary Expense,Cash Payment - Salary Expense,24496
90,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 14896,13
90,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15064,21
90,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
90,Rental Expense,Cash Payment - Rental - Chicago,2400
90,Rental Expense,Cash Payment - Rental - Los Angeles,1620
90,Rental Expense,Cash Payment - Rental - New York,4020
90,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,378
90,Rental Expense,Cash Payment - Rental - Detroit,1000
89,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
89,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
89,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
89,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
89,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
89,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
89,Salary Expense,Cash Payment - Salary Expense,24917
89,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
89,Rental Expense,Cash Payment - Rental - Chicago,2400
89,Rental Expense,Cash Payment - Rental - Los Angeles,1620
89,Rental Expense,Cash Payment - Rental - New York,4020
89,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,405
89,Rental Expense,Cash Payment - Rental - Detroit,1000
88,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
88,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
88,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
88,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
88,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
88,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
88,Salary Expense,Cash Payment - Salary Expense,25234
88,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
88,Rental Expense,Cash Payment - Rental - Chicago,2400
88,Rental Expense,Cash Payment - Rental - Los Angeles,1620
88,Rental Expense,Cash Payment - Rental - New York,4020
88,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,540
88,Rental Expense,Cash Payment - Rental - Detroit,1000
87,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
87,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
87,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
87,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
87,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
87,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
87,Salary Expense,Cash Payment - Salary Expense,25214
87,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 14891,13
87,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
87,Rental Expense,Cash Payment - Rental - Chicago,2400
87,Rental Expense,Cash Payment - Rental - Los Angeles,1620
87,Rental Expense,Cash Payment - Rental - New York,4020
87,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,648
87,Rental Expense,Cash Payment - Rental - Detroit,1000
86,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
86,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
86,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
86,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
86,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
86,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
86,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
86,Salary Expense,Cash Payment - Salary Expense,25175
86,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15047,22
86,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15074,90
86,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
86,Rental Expense,Cash Payment - Rental - Chicago,2400
86,Rental Expense,Cash Payment - Rental - Los Angeles,1620
86,Rental Expense,Cash Payment - Rental - New York,4020
86,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,729
86,Rental Expense,Cash Payment - Rental - Detroit,1000
85,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
85,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
85,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
85,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
85,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
85,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
85,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
85,Salary Expense,Cash Payment - Salary Expense,25577
85,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
85,Rental Expense,Cash Payment - Rental - Chicago,2400
85,Rental Expense,Cash Payment - Rental - Los Angeles,1620
85,Rental Expense,Cash Payment - Rental - New York,4020
85,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,810
85,Rental Expense,Cash Payment - Rental - Detroit,1000
84,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
84,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
84,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
84,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
84,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
84,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
84,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
84,Salary Expense,Cash Payment - Salary Expense,25577
84,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
84,Rental Expense,Cash Payment - Rental - Chicago,2400
84,Rental Expense,Cash Payment - Rental - Los Angeles,1620
84,Rental Expense,Cash Payment - Rental - New York,4020
84,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,891
84,Rental Expense,Cash Payment - Rental - Detroit,1000
83,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
83,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
83,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
83,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
83,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
83,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
83,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
83,Salary Expense,Cash Payment - Salary Expense,25532
83,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
83,Rental Expense,Cash Payment - Rental - Chicago,2400
83,Rental Expense,Cash Payment - Rental - Los Angeles,1620
83,Rental Expense,Cash Payment - Rental - New York,4020
83,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1026
83,Rental Expense,Cash Payment - Rental - Detroit,1000
82,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
82,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
82,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
82,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
82,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
82,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
82,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
82,Salary Expense,Cash Payment - Salary Expense,25441
82,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
82,Rental Expense,Cash Payment - Rental - Chicago,2400
82,Rental Expense,Cash Payment - Rental - Los Angeles,1620
82,Rental Expense,Cash Payment - Rental - New York,4020
82,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1107
82,Rental Expense,Cash Payment - Rental - Detroit,1000
81,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
81,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
81,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
81,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
81,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
81,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
81,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
81,Salary Expense,Cash Payment - Salary Expense,25146
81,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
81,Rental Expense,Cash Payment - Rental - Chicago,2400
81,Rental Expense,Cash Payment - Rental - Los Angeles,1620
81,Rental Expense,Cash Payment - Rental - New York,4020
81,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1458
81,Rental Expense,Cash Payment - Rental - Detroit,1000
80,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
80,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
80,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
80,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
80,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
80,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
80,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
80,Salary Expense,Cash Payment - Salary Expense,24599
80,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13932,15
80,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 360,15000
80,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
80,Rental Expense,Cash Payment - Rental - Chicago,2400
80,Rental Expense,Cash Payment - Rental - Los Angeles,1620
80,Rental Expense,Cash Payment - Rental - New York,4020
80,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1836
80,Rental Expense,Cash Payment - Rental - Detroit,1000
79,Human Resource Expense,Cash Payment - Staff Recruiting,15000
79,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
79,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
79,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
79,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
79,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
79,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
79,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
79,Salary Expense,Cash Payment - Salary Expense,24533
79,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13751,361
79,Shipping Expense,Cash Payment - Move Stock ID: 10952,31446
79,Shipping Expense,Cash Payment - Move Stock ID: 13143,14761
79,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
79,Rental Expense,Cash Payment - Rental - Chicago,2400
79,Rental Expense,Cash Payment - Rental - Los Angeles,1620
79,Rental Expense,Cash Payment - Rental - New York,4020
79,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,2160
79,Rental Expense,Cash Payment - Rental - Detroit,1000
78,Human Resource Expense,Cash Payment - Staff Recruiting,15000
78,Human Resource Expense,Counselled,2000
78,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
78,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
78,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
78,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
78,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
78,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
78,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
78,Salary Expense,Cash Payment - Salary Expense,24877
78,Shipping Expense,Cash Payment - Move Stock ID: 12610,28077
78,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
78,Rental Expense,Cash Payment - Rental - Chicago,2400
78,Rental Expense,Cash Payment - Rental - Los Angeles,1620
78,Rental Expense,Cash Payment - Rental - New York,4020
78,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,297
78,Rental Expense,Cash Payment - Rental - Detroit,1000
77,Human Resource Expense,Cash Payment - Staff Recruiting,15000
77,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
77,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
77,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
77,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
77,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
77,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
77,Salary Expense,Cash Payment - Salary Expense,24897
77,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13187,166
77,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13192,338
77,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
77,Rental Expense,Cash Payment - Rental - Chicago,2400
77,Rental Expense,Cash Payment - Rental - Los Angeles,1620
77,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,975
77,Rental Expense,Cash Payment - Rental - New York,4020
77,Rental Expense,Cash Payment - Rental - Detroit,1000
76,Human Resource Expense,Cash Payment - Staff Recruiting,15000
76,Human Resource Expense,Cash Payment - Staff Recruiting,15000
76,Human Resource Expense,Cash Payment - Staff Recruiting,15000
76,Human Resource Expense,Counselled,2000
76,Human Resource Expense,Counselled,2000
76,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
76,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
76,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
76,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
76,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
76,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
76,Salary Expense,Cash Payment - Salary Expense,24509
76,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13197,67
76,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13218,261
76,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
76,Rental Expense,Cash Payment - Rental - Chicago,2400
76,Rental Expense,Cash Payment - Rental - Los Angeles,1620
76,Rental Expense,Cash Payment - Rental - New York,4020
76,Rental Expense,Cash Payment - Rental - Detroit,1000
75,Human Resource Expense,Counselled,2000
75,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
75,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
75,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
75,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
75,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
75,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
75,Salary Expense,Cash Payment - Salary Expense,23186
75,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
75,Rental Expense,Cash Payment - Rental - Chicago,2400
75,Rental Expense,Cash Payment - Rental - Los Angeles,1620
75,Rental Expense,Cash Payment - Rental - New York,4020
75,Rental Expense,Cash Payment - Rental - Detroit,1000
74,Human Resource Expense,Cash Payment - Staff Recruiting,15000
74,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
74,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
74,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
74,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
74,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
74,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
74,Salary Expense,Cash Payment - Salary Expense,24057
74,Shipping Expense,Cash Payment - Move Stock ID: 12606,10064
74,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
74,Rental Expense,Cash Payment - Rental - Chicago,2400
74,Rental Expense,Cash Payment - Rental - Los Angeles,1620
74,Rental Expense,Cash Payment - Rental - New York,4020
74,Rental Expense,Cash Payment - Rental - Detroit,1000
73,Human Resource Expense,Cash Payment - Staff Recruiting,15000
73,Human Resource Expense,Cash Payment - Staff Recruiting,15000
73,Human Resource Expense,Cash Payment - Staff Recruiting,15000
73,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
73,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
73,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
73,Marketing Expense,Cash Payment - Marketing - New York - Sparkling Wine,300
73,Marketing Expense,Cash Payment - Marketing - New York - Red Wine,300
73,Marketing Expense,Cash Payment - Marketing - New York - White Wine,300
73,Salary Expense,Cash Payment - Salary Expense,23629
73,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
73,Rental Expense,Cash Payment - Rental - Chicago,2400
73,Rental Expense,Cash Payment - Rental - Los Angeles,1620
73,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3225
73,Rental Expense,Cash Payment - Rental - New York,4020
73,Rental Expense,Cash Payment - Rental - Detroit,1000
72,Human Resource Expense,Cash Payment - Staff Recruiting,15000
72,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
72,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
72,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
72,Salary Expense,Cash Payment - Salary Expense,22653
72,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
72,Rental Expense,Cash Payment - Rental - Chicago,2400
72,Rental Expense,Cash Payment - Rental - Los Angeles,1620
72,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3300
72,Rental Expense,Cash Payment - Rental - New York,4020
72,Rental Expense,Cash Payment - Rental - Detroit,1000
71,Human Resource Expense,Cash Payment - Staff Recruiting,15000
71,Human Resource Expense,Counselled,2000
71,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
71,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
71,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
71,Salary Expense,Cash Payment - Salary Expense,22843
71,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 360,15000
71,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
71,Rental Expense,Cash Payment - Rental - Chicago,2400
71,Rental Expense,Cash Payment - Rental - Los Angeles,1620
71,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3300
71,Rental Expense,Cash Payment - Rental - New York,4020
71,Rental Expense,Cash Payment - Rental - Detroit,1000
70,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
70,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
70,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
70,Salary Expense,Cash Payment - Salary Expense,21876
70,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
70,Rental Expense,Cash Payment - Rental - Chicago,2400
70,Rental Expense,Cash Payment - Rental - Los Angeles,1620
70,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3450
70,Rental Expense,Cash Payment - Rental - New York,4020
70,Rental Expense,Cash Payment - Rental - Detroit,1000
69,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
69,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
69,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
69,Salary Expense,Cash Payment - Salary Expense,21792
69,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
69,Rental Expense,Cash Payment - Rental - Chicago,2400
69,Rental Expense,Cash Payment - Rental - Los Angeles,1620
69,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3525
69,Rental Expense,Cash Payment - Rental - New York,4020
69,Rental Expense,Cash Payment - Rental - Detroit,1000
68,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
68,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
68,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
68,Salary Expense,Cash Payment - Salary Expense,21669
68,Shipping Expense,Cash Payment - Move Stock ID: 8206,121870
68,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
68,Rental Expense,Cash Payment - Rental - Chicago,2400
68,Rental Expense,Cash Payment - Rental - Los Angeles,1620
68,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3675
68,Rental Expense,Cash Payment - Rental - New York,4020
68,Rental Expense,Cash Payment - Rental - Detroit,1000
67,Human Resource Expense,Cash Payment - Staff Recruiting,15000
67,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
67,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
67,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
67,Salary Expense,Cash Payment - Salary Expense,22055
67,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
67,Rental Expense,Cash Payment - Rental - Chicago,2400
67,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Los Angeles,1710
67,Rental Expense,Cash Payment - Rental - Los Angeles,1620
67,Rental Expense,Cash Payment - Rental - New York,4020
67,Rental Expense,Cash Payment - Rental - Detroit,1000
66,Human Resource Expense,Counselled,2000
66,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
66,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
66,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
66,Salary Expense,Cash Payment - Salary Expense,21650
66,Depreciation Expense,Non-Cash Expense - Depreciation,3333
66,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
66,Rental Expense,Cash Payment - Rental - Chicago,2400
66,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Los Angeles,1770
66,Rental Expense,Cash Payment - Rental - Los Angeles,1620
66,Rental Expense,Cash Payment - Rental - New York,4020
66,Rental Expense,Cash Payment - Rental - Detroit,1000
65,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
65,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
65,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
65,Salary Expense,Cash Payment - Salary Expense,22118
65,Depreciation Expense,Non-Cash Expense - Depreciation,3333
65,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
65,Rental Expense,Cash Payment - Rental - Chicago,2400
65,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Los Angeles,1800
