Day ,Items ,Note ,Amount 
38,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
38,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
38,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
38,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
38,Salary Expense,Cash Payment - Salary Expense,17378
38,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5367,98
38,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5375,145
38,Depreciation Expense,Non-Cash Expense - Depreciation,6666
38,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
38,Rental Expense,Cash Payment - Rental - Chicago,2400
38,Rental Expense,Cash Payment - Rental - Los Angeles,1620
38,Rental Expense,Cash Payment - Rental - New York,4020
38,Rental Expense,Cash Payment - Rental - Detroit,1000
37,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,300
37,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,300
37,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,300
37,Salary Expense,Cash Payment - Salary Expense,18536
37,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5177,14
37,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5184,23
37,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5188,11
37,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5361,66
37,Depreciation Expense,Non-Cash Expense - Depreciation,6666
37,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
37,Rental Expense,Cash Payment - Rental - Chicago,2400
37,Rental Expense,Cash Payment - Rental - Los Angeles,1620
37,Rental Expense,Cash Payment - Rental - New York,4020
37,Rental Expense,Cash Payment - Rental - Detroit,1000
36,Salary Expense,Cash Payment - Salary Expense,18922
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5378,178
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5386,110
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5396,17
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5546,20
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5558,87
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5737,90
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5739,88
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5741,185
36,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5756,121
36,Shipping Expense,Cash Payment - Move Stock ID: 5576,6517
36,Depreciation Expense,Non-Cash Expense - Depreciation,6666
36,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
36,Rental Expense,Cash Payment - Rental - Chicago,2400
36,Rental Expense,Cash Payment - Rental - Los Angeles,1620
36,Rental Expense,Cash Payment - Rental - New York,4020
36,Rental Expense,Cash Payment - Rental - Detroit,1000
35,Salary Expense,Cash Payment - Salary Expense,19732
35,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5564,82
35,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 5571,198
35,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 360,15000
35,Shipping Expense,Cash Payment - Move Stock ID: 2108,61472
35,Depreciation Expense,Non-Cash Expense - Depreciation,6666
35,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
35,Rental Expense,Cash Payment - Rental - Chicago,2400
35,Rental Expense,Cash Payment - Rental - Los Angeles,1620
35,Rental Expense,Cash Payment - Rental - New York,4020
35,Rental Expense,Cash Payment - Rental - Detroit,1000
34,Salary Expense,Cash Payment - Salary Expense,19732
34,Depreciation Expense,Non-Cash Expense - Depreciation,6666
34,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
34,Rental Expense,Cash Payment - Rental - Chicago,2400
34,Rental Expense,Cash Payment - Rental - Los Angeles,1620
34,Rental Expense,Cash Payment - Rental - New York,4020
34,Rental Expense,Cash Payment - Rental - Detroit,1000
33,Salary Expense,Cash Payment - Salary Expense,19713
33,Penalty Expense,Cash Payment - Late penalty - SRV SO ID: 1933,3300
33,Depreciation Expense,Non-Cash Expense - Depreciation,6666
33,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
33,Rental Expense,Cash Payment - Rental - Chicago,2400
33,Rental Expense,Cash Payment - Rental - Los Angeles,1620
33,Rental Expense,Cash Payment - Rental - New York,4020
33,Rental Expense,Cash Payment - Rental - Detroit,1000
32,Salary Expense,Cash Payment - Salary Expense,19694
32,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4394,22
32,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4410,149
32,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4417,18
32,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4418,20
32,Depreciation Expense,Non-Cash Expense - Depreciation,6666
32,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
32,Rental Expense,Cash Payment - Rental - Chicago,2400
32,Rental Expense,Cash Payment - Rental - Los Angeles,1620
32,Rental Expense,Cash Payment - Rental - New York,4020
32,Rental Expense,Cash Payment - Rental - Detroit,1000
31,Salary Expense,Cash Payment - Salary Expense,19371
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4429,114
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4610,275
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4617,211
31,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4634,175
31,Depreciation Expense,Non-Cash Expense - Depreciation,6666
31,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
31,Rental Expense,Cash Payment - Rental - Chicago,2400
31,Rental Expense,Cash Payment - Rental - Los Angeles,1620
31,Rental Expense,Cash Payment - Rental - New York,4020
31,Rental Expense,Cash Payment - Rental - Detroit,1000
30,Salary Expense,Cash Payment - Salary Expense,19264
30,Depreciation Expense,Non-Cash Expense - Depreciation,6666
30,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
30,Rental Expense,Cash Payment - Rental - Chicago,2400
30,Rental Expense,Cash Payment - Rental - Los Angeles,1620
30,Rental Expense,Cash Payment - Rental - New York,4020
30,Rental Expense,Cash Payment - Rental - Detroit,1000
29,Salary Expense,Cash Payment - Salary Expense,19264
29,Depreciation Expense,Non-Cash Expense - Depreciation,6666
29,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
29,Rental Expense,Cash Payment - Rental - Chicago,2400
29,Rental Expense,Cash Payment - Rental - Los Angeles,1620
29,Rental Expense,Cash Payment - Rental - New York,4020
29,Rental Expense,Cash Payment - Rental - Detroit,1000
28,Salary Expense,Cash Payment - Salary Expense,20368
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3872,117
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3877,107
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3882,159
28,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3978,111
28,Depreciation Expense,Non-Cash Expense - Depreciation,6666
28,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
28,Rental Expense,Cash Payment - Rental - Chicago,2400
28,Rental Expense,Cash Payment - Rental - Los Angeles,1620
28,Rental Expense,Cash Payment - Rental - New York,4020
28,Rental Expense,Cash Payment - Rental - Detroit,1000
27,Salary Expense,Cash Payment - Salary Expense,20314
27,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 4044,72
27,Interest Expense ,Cash Payment - Interest - For Overdraft,321
27,Depreciation Expense,Non-Cash Expense - Depreciation,6666
27,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
27,Rental Expense,Cash Payment - Rental - Chicago,2400
27,Rental Expense,Cash Payment - Rental - Los Angeles,1620
27,Rental Expense,Cash Payment - Rental - New York,4020
27,Rental Expense,Cash Payment - Rental - Detroit,1000
26,Salary Expense,Cash Payment - Salary Expense,21454
26,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3687,76
26,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 360,15000
26,Interest Expense ,Cash Payment - Interest - For Overdraft,2697
26,Depreciation Expense,Non-Cash Expense - Depreciation,6666
26,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
26,Rental Expense,Cash Payment - Rental - Chicago,2400
26,Rental Expense,Cash Payment - Rental - Los Angeles,1620
26,Rental Expense,Cash Payment - Rental - New York,4020
26,Rental Expense,Cash Payment - Rental - Detroit,1000
25,Salary Expense,Cash Payment - Salary Expense,22208
25,Shipping Expense,Cash Payment - Move Stock ID: 3495,10952
25,Interest Expense ,Cash Payment - Interest - For Overdraft,2697
25,Depreciation Expense,Non-Cash Expense - Depreciation,6666
25,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
25,Rental Expense,Cash Payment - Rental - Chicago,2400
25,Rental Expense,Cash Payment - Rental - Los Angeles,1620
25,Rental Expense,Cash Payment - Rental - New York,4020
25,Rental Expense,Cash Payment - Rental - Detroit,1000
24,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
24,Salary Expense,Cash Payment - Salary Expense,22208
24,Shipping Expense,Cash Payment - Move Stock ID: 3255,10064
24,Interest Expense ,Cash Payment - Interest - For Overdraft,2697
24,Depreciation Expense,Non-Cash Expense - Depreciation,6666
24,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
24,Rental Expense,Cash Payment - Rental - Chicago,2400
24,Rental Expense,Cash Payment - Rental - Los Angeles,1620
24,Rental Expense,Cash Payment - Rental - New York,4020
24,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1107
24,Rental Expense,Cash Payment - Rental - Detroit,1000
23,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
23,Salary Expense,Cash Payment - Salary Expense,22172
23,Interest Expense ,Cash Payment - Interest - For Overdraft,2697
23,Depreciation Expense,Non-Cash Expense - Depreciation,6666
23,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
23,Rental Expense,Cash Payment - Rental - Chicago,2400
23,Rental Expense,Cash Payment - Rental - Los Angeles,1620
23,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3000
23,Rental Expense,Cash Payment - Rental - New York,4020
23,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1188
23,Rental Expense,Cash Payment - Rental - Detroit,1000
22,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
22,Salary Expense,Cash Payment - Salary Expense,22522
22,Interest Expense ,Cash Payment - Interest - For Overdraft,2697
22,Depreciation Expense,Non-Cash Expense - Depreciation,6666
22,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
22,Rental Expense,Cash Payment - Rental - Chicago,2400
22,Rental Expense,Cash Payment - Rental - Los Angeles,1620
22,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3150
22,Rental Expense,Cash Payment - Rental - New York,4020
22,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1269
22,Rental Expense,Cash Payment - Rental - Detroit,1000
21,Human Resource Expense,Cash Payment - Staff Recruiting,15000
21,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
21,Salary Expense,Cash Payment - Salary Expense,22144
21,Shipping Expense,Cash Payment - Move Stock ID: 2781,10952
21,Interest Expense ,Cash Payment - Interest - For Overdraft,2697
21,Depreciation Expense,Non-Cash Expense - Depreciation,6666
21,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
21,Rental Expense,Cash Payment - Rental - Chicago,2400
21,Rental Expense,Cash Payment - Rental - Los Angeles,1620
21,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3150
21,Rental Expense,Cash Payment - Rental - New York,4020
21,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,1377
21,Rental Expense,Cash Payment - Rental - Detroit,1000
20,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
20,Salary Expense,Cash Payment - Salary Expense,21640
20,Interest Expense ,Cash Payment - Interest - For Overdraft,3724
20,Depreciation Expense,Non-Cash Expense - Depreciation,6666
20,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
20,Rental Expense,Cash Payment - Rental - Chicago,2400
20,Rental Expense,Cash Payment - Rental - Los Angeles,1620
20,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3375
20,Rental Expense,Cash Payment - Rental - New York,4020
20,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,162
20,Rental Expense,Cash Payment - Rental - Detroit,1000
19,Human Resource Expense,Cash Payment - Staff Recruiting,15000
19,Human Resource Expense,Cash Payment - Staff Recruiting,15000
19,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
19,Salary Expense,Cash Payment - Salary Expense,21640
19,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2588,175
19,Shipping Expense,Cash Payment - Move Stock ID: 1923,23949
19,Shipping Expense,Cash Payment - Move Stock ID: 2249,14831
19,Shipping Expense,Cash Payment - Move Stock ID: 2255,12745
19,Interest Expense ,Cash Payment - Interest - For Overdraft,3724
19,Depreciation Expense,Non-Cash Expense - Depreciation,6666
19,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
19,Rental Expense,Cash Payment - Rental - Chicago,2400
19,Rental Expense,Cash Payment - Rental - Los Angeles,1620
19,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,3600
19,Rental Expense,Cash Payment - Rental - New York,4020
19,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Detroit,270
19,Rental Expense,Cash Payment - Rental - Detroit,1000
18,Human Resource Expense,Cash Payment - Staff Recruiting,15000
18,Human Resource Expense,Cash Payment - Staff Recruiting,15000
18,Human Resource Expense,Counselled,2000
18,Human Resource Expense,Cash Payment - Staff Recruiting,15000
18,Human Resource Expense,Counselled,2000
18,Human Resource Expense,Counselled,2000
18,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
18,Salary Expense,Cash Payment - Salary Expense,20922
18,Shipping Expense,Cash Payment - Move Stock ID: 1774,7898
18,Interest Expense ,Cash Payment - Interest - For Overdraft,3339
18,Depreciation Expense,Non-Cash Expense - Depreciation,6666
18,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
18,Rental Expense,Cash Payment - Rental - Chicago,2400
18,Rental Expense,Cash Payment - Rental - Los Angeles,1620
18,Rental Expense,Cash Payment - Rental - New York,4020
18,Rental Expense,Cash Payment - Rental - Detroit,1000
17,Human Resource Expense,Counselled,2000
17,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
17,Salary Expense,Cash Payment - Salary Expense,20554
17,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 360,15000
17,Interest Expense ,Cash Payment - Interest - For Overdraft,3339
17,Depreciation Expense,Non-Cash Expense - Depreciation,6666
17,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
17,Rental Expense,Cash Payment - Rental - Chicago,2400
17,Rental Expense,Cash Payment - Rental - Los Angeles,1620
17,Rental Expense,Cash Payment - Rental - New York,4020
17,Rental Expense,Cash Payment - Rental - Detroit,1000
16,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
16,Salary Expense,Cash Payment - Salary Expense,20536
16,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
16,Depreciation Expense,Non-Cash Expense - Depreciation,6666
16,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
16,Rental Expense,Cash Payment - Rental - Chicago,2400
16,Rental Expense,Cash Payment - Rental - Los Angeles,1620
16,Rental Expense,Cash Payment - Rental - New York,4020
16,Rental Expense,Cash Payment - Rental - Detroit,1000
15,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
15,Salary Expense,Cash Payment - Salary Expense,20904
15,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1935,144
15,Interest Expense ,Cash Payment - Interest - For Overdraft,3082
15,Depreciation Expense,Non-Cash Expense - Depreciation,6666
15,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
15,Rental Expense,Cash Payment - Rental - Chicago,2400
15,Rental Expense,Cash Payment - Rental - Los Angeles,1620
15,Rental Expense,Cash Payment - Rental - New York,4020
15,Rental Expense,Cash Payment - Rental - Detroit,1000
14,Human Resource Expense,Cash Payment - Staff Recruiting,15000
14,Human Resource Expense,Cash Payment - Staff Recruiting,15000
14,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
14,Salary Expense,Cash Payment - Salary Expense,20904
14,Interest Expense ,Cash Payment - Interest - For Overdraft,4110
14,Depreciation Expense,Non-Cash Expense - Depreciation,6666
14,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
14,Rental Expense,Cash Payment - Rental - Chicago,2400
14,Rental Expense,Cash Payment - Rental - Los Angeles,1620
14,Rental Expense,Cash Payment - Rental - New York,4020
14,Rental Expense,Cash Payment - Rental - Detroit,1000
13,Human Resource Expense,Counselled,2000
13,Salary Expense,Cash Payment - Salary Expense,20922
13,Interest Expense ,Cash Payment - Interest - For Overdraft,2312
13,Depreciation Expense,Non-Cash Expense - Depreciation,6666
13,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
13,Rental Expense,Cash Payment - Rental - Chicago,2400
13,Rental Expense,Cash Payment - Rental - Los Angeles,1620
13,Rental Expense,Cash Payment - Rental - New York,4020
13,Rental Expense,Cash Payment - Rental - Detroit,1000
12,Human Resource Expense,Cash Payment - Staff Recruiting,15000
12,Salary Expense,Cash Payment - Salary Expense,21640
12,Interest Expense ,Cash Payment - Interest - For Overdraft,2568
12,Depreciation Expense,Non-Cash Expense - Depreciation,6666
12,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
12,Rental Expense,Cash Payment - Rental - Chicago,2400
12,Rental Expense,Cash Payment - Rental - Los Angeles,1620
12,Rental Expense,Cash Payment - Rental - New York,4020
12,Rental Expense,Cash Payment - Rental - Detroit,1000
11,Human Resource Expense,Attended Training,15000
11,Human Resource Expense,Cash Payment - Staff Recruiting,15000
11,Human Resource Expense,Attended Training,15000
11,Salary Expense,Cash Payment - Salary Expense,21298
11,Interest Expense ,Cash Payment - Interest - For Overdraft,3082
11,Depreciation Expense,Non-Cash Expense - Depreciation,6666
11,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
11,Rental Expense,Cash Payment - Rental - Chicago,2400
11,Rental Expense,Cash Payment - Rental - Los Angeles,1620
11,Rental Expense,Cash Payment - Rental - New York,4020
11,Rental Expense,Cash Payment - Rental - Detroit,1000
10,Salary Expense,Cash Payment - Salary Expense,20300
10,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1067,116
10,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1108,142
10,Interest Expense ,Cash Payment - Interest - For Overdraft,3034
10,Depreciation Expense,Non-Cash Expense - Depreciation,6666
10,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
10,Rental Expense,Cash Payment - Rental - Chicago,2400
10,Rental Expense,Cash Payment - Rental - Los Angeles,1620
10,Rental Expense,Cash Payment - Rental - New York,4020
10,Rental Expense,Cash Payment - Rental - Detroit,1000
9,Salary Expense,Cash Payment - Salary Expense,20300
9,Interest Expense ,Cash Payment - Interest - For Overdraft,4061
9,Depreciation Expense,Non-Cash Expense - Depreciation,6666
9,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
9,Rental Expense,Cash Payment - Rental - Chicago,2400
9,Rental Expense,Cash Payment - Rental - Los Angeles,1620
9,Rental Expense,Cash Payment - Rental - New York,4020
9,Rental Expense,Cash Payment - Rental - Detroit,1000
8,Salary Expense,Cash Payment - Salary Expense,20300
8,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 692,223
8,Interest Expense ,Cash Payment - Interest - For Overdraft,4061
8,Depreciation Expense,Non-Cash Expense - Depreciation,6666
8,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
8,Rental Expense,Cash Payment - Rental - Chicago,2400
8,Rental Expense,Cash Payment - Rental - Los Angeles,1620
8,Rental Expense,Cash Payment - Rental - New York,4020
8,Rental Expense,Cash Payment - Rental - Detroit,1000
7,Human Resource Expense,Cash Payment - Staff Recruiting - Production,15000
7,Salary Expense,Cash Payment - Salary Expense,20300
7,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 640,177
7,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 662,262
7,Interest Expense ,Cash Payment - Interest - For Overdraft,2568
7,Depreciation Expense,Non-Cash Expense - Depreciation,6666
7,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
7,Rental Expense,Cash Payment - Rental - Chicago,2400
7,Rental Expense,Cash Payment - Rental - Los Angeles,1620
7,Rental Expense,Cash Payment - Rental - New York,4020
7,Rental Expense,Cash Payment - Rental - Detroit,1000
6,Human Resource Expense,Attended Training,15000
6,Salary Expense,Cash Payment - Salary Expense,19950
6,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 504,253
6,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
6,Depreciation Expense,Non-Cash Expense - Depreciation,3333
6,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
6,Rental Expense,Cash Payment - Rental - Chicago,2400
6,Rental Expense,Cash Payment - Rental - Los Angeles,1620
6,Rental Expense,Cash Payment - Rental - New York,4020
6,Rental Expense,Cash Payment - Rental - Detroit,1000
5,Human Resource Expense,Attended Training,15000
5,Salary Expense,Cash Payment - Salary Expense,19950
5,Depreciation Expense,Non-Cash Expense - Depreciation,3333
5,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
5,Rental Expense,Cash Payment - Rental - Chicago,2400
5,Rental Expense,Cash Payment - Rental - Los Angeles,1620
5,Rental Expense,Cash Payment - Rental - New York,4020
5,Rental Expense,Cash Payment - Rental - Detroit,1000
4,Human Resource Expense,Attended Training,15000
4,Salary Expense,Cash Payment - Salary Expense,19950
4,Depreciation Expense,Non-Cash Expense - Depreciation,3333
4,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
4,Rental Expense,Cash Payment - Rental - Chicago,2400
4,Rental Expense,Cash Payment - Rental - Los Angeles,1620
4,Rental Expense,Cash Payment - Rental - New York,4020
4,Rental Expense,Cash Payment - Rental - Detroit,1000
3,Human Resource Expense,Cash Payment - Staff Recruiting - Production,15000
3,Salary Expense,Cash Payment - Salary Expense,19950
3,Depreciation Expense,Non-Cash Expense - Depreciation,3333
3,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
3,Rental Expense,Cash Payment - Rental - Chicago,2400
3,Rental Expense,Cash Payment - Rental - Los Angeles,1620
3,Rental Expense,Cash Payment - Rental - New York,4020
3,Rental Expense,Cash Payment - Rental - Detroit,1000
2,Human Resource Expense,"Cash Payment - Staff Recruiting - Washington, D.C.",60000
2,Human Resource Expense,Cash Payment - Staff Recruiting - Chicago,60000
2,Human Resource Expense,Cash Payment - Staff Recruiting - Los Angeles,60000
2,Human Resource Expense,Cash Payment - Staff Recruiting - New York,60000
2,Human Resource Expense,Cash Payment - Staff Recruiting - Detroit,60000
2,Salary Expense,Cash Payment - Salary Expense,19600
2,Rental Expense,"Cash Payment - Rental - Washington, D.C.",3600
2,Rental Expense,Cash Payment - Rental - Chicago,2400
2,Rental Expense,Cash Payment - Rental - Los Angeles,1620
2,Rental Expense,Cash Payment - Rental - New York,4020
2,Rental Expense,Cash Payment - Rental - Detroit,1000
1,Salary Expense,Cash Payment - Salary Expense,12600
